Source,Destination,Address,City,State,Lat long of A,Lat long of B,Source Lat,Source Long,Dest Lat,Dest Long,Distance (km)
Zolo Chennai Warehouse_2,Zolo Skylite,"No.2 , Vinayaga Puram Extension,Subashree Nagar , Mugalivakkam,,600116
-Chennai",Chennai,Tamil Nadu,"13.0238708, 80.16594839999999","13.0675449, 80.1491821",13.0238708,80.1659484,13.0675449,80.1491821,5.16
,Zolo Hosur T11,"Plot no : 30, TVS Road,Kothakondapalli post,Hosur Taluk Krishnagiri district,635109
",Hosur,Tamil Nadu,"12.7277948, 77.8273469",,12.7277948,77.8273469,77.8273469,77.8273469,7234.96
Zolo Chennai Warehouse_2,Zolo Qualeeto,"No:55/PC1,Bharathi Salai,Nolambur,Chennai,600037
",Chennai,Tamil Nadu,"13.0805968, 80.1704408","13.0675449, 80.1491821",13.0805968,80.1704408,13.0675449,80.1491821,2.72
Zolo Pune Warehouse_New,Zolo Sidhartha,"CTS No 776/1, Siddharth Residency C Wing, Prakash Y Thorat Marg, Chembur Village,Mumbai, Mumbai Suburban, Maharashtra, 400089",Mumbai,Maharashtra,"19.0623134, 72.90236589999999","18.6124747, 73.71542149999999",19.0623134,72.9023659,18.6124747,73.7154215,99.11
Zolo Chennai Warehouse_2,Zolo Edge,"No 72, Bharathiyar Street, Veerapuram, Chengalpattu, Chengalpattu, Tamil Nadu, 603002",Chennai,Tamil Nadu,"12.7607273, 80.0021208","13.0675449, 80.1491821",12.7607273,80.0021208,13.0675449,80.1491821,37.51
Zolo Chennai Warehouse_2,Zolo Gem,"Sy No 74/1 old 61/1 Block No 85 Plot No 10, West Jones Road, Chennai, 600015",Chennai,Tamil Nadu,"13.0248306, 80.21895339999999","13.0675449, 80.1491821",13.0248306,80.2189534,13.0675449,80.1491821,8.92
Zolo Pune Warehouse_New,Zolo Prathamesh,"Bearing No B-302, Harmony Tower Prathmesh Wing B, Bhagwan Gautam Buddh Marg, Malad West, Mumbai, Mumbai Suburban, Maharashtra, 400064",Mumbai,Maharashtra,"19.1978748, 72.8365237","18.6124747, 73.71542149999999",19.1978748,72.8365237,18.6124747,73.7154215,113.01
Zolo Pune Warehouse_New,Zolo Hill View,"No 45 P no 3, Sopan Maruti Nivas, Maan Hinjewadi, MULSHI, Pune, Pune, Maharashtra, 411057",Pune,Maharashtra,"18.6054368, 73.731708","18.6124747, 73.71542149999999",18.6054368,73.731708,18.6124747,73.7154215,1.89
,Zolo - T27,Plot No 15&16 Sf No 552/14A Kothakondapalli Bommandapalli Post Hosur 635126,Hosur,Tamil Nadu,"12.7134887, 77.7773753",,12.7134887,77.7773753,77.7773753,77.7773753,7230.97
,Zolo - T28,"SP Complex, Kumudepalli, Hosur, Tamil Nadu 635109",Hosur,Tamil Nadu,"12.7145781, 77.8775765",,12.7145781,77.8775765,77.8775765,77.8775765,7242.03
,Zolo - T29,"Pennamadam, Kumudepalli, Moranapalli, Tamil Nadu 635109-Hosur",Hosur,Tamil Nadu,"12.7114435, 77.8821024",,12.7114435,77.8821024,77.8821024,77.8821024,7242.88
Zolo Pune Warehouse_New,Zolo Fortitude,"Sy No. 21/1, Raghoba Patil Nagar, Kharadi, Pune, Pune, Maharashtra, 411014",Pune,Maharashtra,"18.539764, 73.93385099999999","18.6124747, 73.71542149999999",18.539764,73.933851,18.6124747,73.7154215,24.42
Zolo Pune Warehouse_New,Zolo BeeHome B,"Sy No. 87/2, Sakhare Wasti Hinjewadi, Mulashi, Pune, Pune, Maharashtra, 411057",Pune,Maharashtra,"18.5878888, 73.7415668","18.6124747, 73.71542149999999",18.5878888,73.7415668,18.6124747,73.7154215,3.88
Zolo Pune Warehouse_New,Zolo BeeHome A,"Sy NO 87/2, Sakhare Vasti Mulashi, Pune, 411057",Pune,Maharashtra,"18.5878888, 73.7415668","18.6124747, 73.71542149999999",18.5878888,73.7415668,18.6124747,73.7154215,3.88
Zolo Pune Warehouse_New,Zolo Hanshal,"SR No 268/1/A, Soham House, Hinjwadi, Mulashi, Pune, Pune, Maharashtra, 411057",Pune,Maharashtra,"18.6436652, 73.7715261","18.6124747, 73.71542149999999",18.6436652,73.7715261,18.6124747,73.7154215,6.85
Zolo BLR_Singasandra WH,Zolo Elegance,"Khata No. 35/32 Site No. 100 and 101, Hulimavu Village, Begur Hobli, Bengaluru, Bengaluru Urban, Karnataka, 560076",Bangalore,Karnataka,"12.8774652, 77.6033583","12.8903965, 77.6273899",12.8774652,77.6033583,12.8903965,77.6273899,2.97
Zolo Pune Warehouse_New,Zolo Greentree,"Bearing No 45/1/2, Sinde Wasti Marunji, Gawarwadi Mulshi, Pune, Pune, Maharashtra, 411057",Pune,Maharashtra,"18.6066598, 73.7212277","18.6124747, 73.71542149999999",18.6066598,73.7212277,18.6124747,73.7154215,0.89
Zolo BLR_Singasandra WH,Zolo Ambee,"9,10, Jalaram Ind. Estate, Rd, Bannerghatta Main Road, Arekere, Bengaluru, Karnataka 560076-Bangalore",Bangalore,Karnataka,"12.8844341, 77.596543","12.8903965, 77.6273899",12.8844341,77.596543,12.8903965,77.6273899,3.41
Zolo BLR_Singasandra WH,Zolo Belair A,"Bearing No 122, Varthur Hobli, Bengaluru East, Doddakannelli, Bengaluru, Bengaluru Urban,Karnataka, 560035",Bangalore,Karnataka,"13.0013572, 77.61821599999999","12.8903965, 77.6273899",13.0013572,77.618216,12.8903965,77.6273899,12.32
Zolo BLR_Singasandra WH,Zolo Belair B,"Bearing No 122, Varthur Hobli, Doddakannelli, Bengaluru, Bengaluru Urban, Karnataka, 560035",Bangalore,Karnataka,"12.8745086, 77.7659611","12.8903965, 77.6273899",12.8745086,77.7659611,12.8903965,77.6273899,15.14
Zolo Hyderabad Warehouse,Zolo Rurban,"Plot No. 232, Journalist co-operative housing Society Ltd, Phase-3, Gopanpally Village, Serilingampally Mandal,Rangareddy District,Hyderabad Telangana - 500075",Hyderabad,Telangana,"17.5511371, 78.4910099","17.51029, 78.385559",17.5511371,78.4910099,17.51029,78.385559,12.08
Zolo Pune Warehouse_New,Zolo Rumah Bali,"Puranik Rumah Bali, Bhayander pada Next to New Garva Hotel, Ghodbunder Rd, opp. Pousmatra mandir, Thane West, Mumbai, Maharashtra 400615-Pune",Pune,Maharashtra,"19.2804538, 72.9542208","18.6124747, 73.71542149999999",19.2804538,72.9542208,18.6124747,73.7154215,109.06
Zolo Coimbatore Warehouse,Zolo Krish Castle,"Bearing No 187/3, PN Palyam KR Puram, Ganapathy, Coimbatore, Coimbatore, Tamil Nadu,641006",Coimbatore,Tamil Nadu,"11.0336194, 76.9786239","11.0727077, 77.0185451",11.0336194,76.9786239,11.0727077,77.0185451,6.14
Zolo Faridabad Warehouse,Zolo Astrix,"Khasra No 12, Village - Raipur, District- Gautam Budh Nagar, NOIDA, UP-201301",Noida,Uttar Pradesh,"28.5355161, 77.3910265","28.4586177, 77.3070471",28.5355161,77.3910265,28.4586177,77.3070471,11.84
Zolo Pune Warehouse_New,Zolo Valor,"S NO 58, Near Yadawade, Wodgoan Sheri, Pune, Pune, Maharashtra 411014",Pune,Maharashtra,"18.5512771, 73.92098940000001","18.6124747, 73.71542149999999",18.5512771,73.9209894,18.6124747,73.7154215,22.73
Zolo Faridabad Warehouse,Zolo Prego,"Plot No. G-1/2/3/7A/8, Kh No. 23/23, 24/23, 24/24, Village Pooth kalan, Mange Ram Park, Delhi - 110086
",Delhi,Delhi,"28.7103143, 77.0764128","28.4586177, 77.3070471",28.7103143,77.0764128,28.4586177,77.3070471,35.88
Zolo Pune Warehouse_New,Zolo Odina,"B No. 1201 12th Floor, Wing B Odina Apartments, Sion Trombay Road, Chembur, Mumbai,Mumbai Suburban, Maharashtra, 400071",Pune,Maharashtra,"19.0509145, 72.9032831","18.6124747, 73.71542149999999",19.0509145,72.9032831,18.6124747,73.7154215,98.4
Zolo Pune Warehouse_New,Zolo Shankar,"CTS No. 393, Kondavita Village Kranti Nagar, Andheri East, Mumbai, Mumbai Suburban,Maharashtra, 400059",Pune,Maharashtra,"19.1178129, 72.87030639999999","18.6124747, 73.71542149999999",19.1178129,72.8703064,18.6124747,73.7154215,105.16
Zolo BLR_Singasandra WH,Zolo Aston,"50, Kanaka Nagar, Janaki Rama Nagar, Nagavara, Bengaluru, Karnataka 560045, India
-Bangalore",Bangalore,Karnataka,"13.0329977, 77.6128844","12.8903965, 77.6273899",13.0329977,77.6128844,12.8903965,77.6273899,15.85
Zolo Chennai Warehouse_2,Zolo Mirage,"Plot No 374/A, Farm Grove, Srinivasan Nagar, 13th Street, Kazhipattur, Chennai, Chengalpattu, Tamil Nadu, 603103",Chennai,Tamil Nadu,"12.816045, 80.2274651","13.0675449, 80.1491821",12.816045,80.2274651,13.0675449,80.1491821,29.09
Zolo Chennai Warehouse_2,Zolo Mercury,"No. 1/199, EVP Park Avenue, 3rd Main Road, Iyyappanthangal, Chennai, Tiruvallur, Tamil Nadu, 600077",Chennai,Tamil Nadu,"13.0425502, 80.1312238","13.0675449, 80.1491821",13.0425502,80.1312238,13.0675449,80.1491821,3.38
Zolo Coimbatore Warehouse,Zolo Mainstreet,"188, Civil Aerodrome, 7th Cross,Dr.Jaganathan Nagar, Coimbatore - 641014",Coimbatore,Tamil Nadu,"11.0253949, 77.0243071","11.0727077, 77.0185451",11.0253949,77.0243071,11.0727077,77.0185451,5.27
Zolo Pune Warehouse_New,Zolo Info Zone,"S No. 165/1D, Haveli, Phursungi, Pune, Pune, Maharashtra, 412308",Pune,Maharashtra,"18.4726725, 73.9784573","18.6124747, 73.71542149999999",18.4726725,73.9784573,18.6124747,73.7154215,31.79
Zolo Pune Warehouse_New,Zolo Wisdom,"Sy NO 175 P No. 3A/9, Phursungi, Haveli, Pune, Pune, Maharashtr, 412308",Pune,Maharashtra,"18.4830563, 73.9562567","18.6124747, 73.71542149999999",18.4830563,73.9562567,18.6124747,73.7154215,29.18
Zolo Pune Warehouse_New,Zolo Aquascape F,"kul Utsav society F- wings, 704, Kondhwa Rd, near Khadi Machine Square Annex, Tyni Audyogic Wasahat, Kondhwa, Pune, Maharashtra 411048",Pune,Maharashtra,"18.4823895, 73.8912562","18.6124747, 73.71542149999999",18.4823895,73.8912562,18.6124747,73.7154215,23.49
Zolo Pune Warehouse_New,Zolo Halberd,"S No. 42/1/3/1/12, Pimple Nilakh, Kranti Nagar, Haveli, Pimpri Chinchwad, Pune, Maharashtra,411027",Pune,Maharashtra,"18.5736721, 73.7924811","18.6124747, 73.71542149999999",18.5736721,73.7924811,18.6124747,73.7154215,9.2
Zolo BLR_Singasandra WH,Zolo Altroz,"#4, Meenakshi layoutThubarahalli, Whitefield, Bengaluru, Karnataka 560066-Bangalore",Bangalore,Karnataka,"12.9696146, 77.7532382","12.8903965, 77.6273899",12.9696146,77.7532382,12.8903965,77.6273899,16.23
Zolo BLR_Singasandra WH,Zolo Martin,"202, 7th Cross Rd, Anand Nagar, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037-Bangalore",Bangalore,Karnataka,"12.9591188, 77.7037813","12.8903965, 77.6273899",12.9591188,77.7037813,12.8903965,77.6273899,11.25
Zolo Pune Warehouse_New,SRS Project Pune,"Tower A, YOU57, 3/A, Phase 3, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Maharashtra 411057",Pune,Maharashtra,"18.5730984, 73.6911107","18.6124747, 73.71542149999999",18.5730984,73.6911107,18.6124747,73.7154215,5.06
Zolo BLR_Singasandra WH,Zolo Hawk,"Bearing No 30/3 Khata No. 376, Varthur Hobli, Siddapura,Bengaluru, 560066",Bangalore,Karnataka,"12.957104, 77.736661","12.8903965, 77.6273899",12.957104,77.736661,12.8903965,77.6273899,13.97
Zolo Pune Warehouse_New,Zolo Satyam Shivam,"Bearing No 101, Satyam Shivam Cooperative Housing Society, Vasantrao Naik Marg, ChunaBhatti, Mumbai, Mumbai Suburban, Maharashtra, 400022",Mumbai,Maharashtra,"19.0544831, 72.8817724","18.6124747, 73.71542149999999",19.0544831,72.8817724,18.6124747,73.7154215,100.57
Zolo Pune Warehouse_New,Zolo Arvasu,"Bearing No A1/3, Aravasu CHSL 1st Road Near Milan Subway, Santacruz West, Mumbai,Mumbai Suburban, Maharashtra, 400054",Mumbai,Maharashtra,"19.0900331, 72.8421044","18.6124747, 73.71542149999999",19.0900331,72.8421044,18.6124747,73.7154215,106.13
Zolo Pune Warehouse_New,Zolo Mansarovar,"Mansarovar CHSL Flat no. 606-607 Jogeshwari - Vikhroli Link Rd, Ramabai Ambedkar Nagar, Powai, Mumbai, Maharashtra 400076",Mumbai,Maharashtra,"19.1272414, 72.9186834","18.6124747, 73.71542149999999",19.1272414,72.9186834,18.6124747,73.7154215,101.46
Zolo Pune Warehouse_New,Zolo Gulmohar,"Kathiawad CHS, Plot no. 12 Gulmohar cross road no. 12 JVPD Scheme Mumbai 400049",Mumbai,Maharashtra,"19.1155574, 72.83061239999999","18.6124747, 73.71542149999999",19.1155574,72.8306124,18.6124747,73.7154215,108.6
Zolo BLR_Singasandra WH,Zolo Austen,"No. 7 &8 , Jalaram Ind Estate, Arakere , Bannerghata Main Road, Bangalore -560076",Bangalore,Karnataka,"12.8871361, 77.5942935","12.8903965, 77.6273899",12.8871361,77.5942935,12.8903965,77.6273899,3.61
Zolo BLR_Singasandra WH,Zolo Panaroma,"No. 7 &8 , Jalaram Ind Estate, Arakere , Bannerghata Main Road, Bangalore -560076",Bangalore,Karnataka,"12.8871361, 77.5942935","12.8903965, 77.6273899",12.8871361,77.5942935,12.8903965,77.6273899,3.61
Zolo Pune Warehouse_New,Zolo Orchid Enclave,"Bearing No B-1303-1403 B-Wing, Nahar Amrit Shakti Township, Chandivali Farm Road,Andheri East, Mumbai, Mumbai Suburban, Maharashtra, 400072",Mumbai,Maharashtra,"19.104592, 72.8988311","18.6124747, 73.71542149999999",19.104592,72.8988311,18.6124747,73.7154215,101.84
Zolo Pune Warehouse_New,Zolo Centrio,"11, B No. 1101, Centrio, P L Lokhande Marg Gautham Marg, Govandi, Mumbai, Mumbai,Suburban, Maharashtra, 400043",Mumbai,Maharashtra,"19.060333, 72.9144244","18.6124747, 73.71542149999999",19.060333,72.9144244,18.6124747,73.7154215,97.9
Zolo BLR_Singasandra WH,Zolo Cosmoz,"NO.35, KHATA NO.89, HOUSE LIST NO.35/2 NAGAWARA VILLAGE, KASABA, HOBLI, Nagawara, Bangalore, Karnataka -560045",Bangalore,Karnataka,"13.037159, 77.62425739999999","12.8903965, 77.6273899",13.037159,77.6242574,12.8903965,77.6273899,16.24
Zolo Pune Warehouse_New,Zolo Premium,"Hinjewadi, Mezza 9, Mukainagar, Lakshmi chowk, Mc Donalds ,survey no 258/4/A ,mukainagar,Hinjewadi, Pune 411057",Pune,Maharashtra,"18.5942076, 73.7348019","18.6124747, 73.71542149999999",18.5942076,73.7348019,18.6124747,73.7154215,2.88
Zolo Pune Warehouse_New,Zolo Radical,"No 27/1, Mulashi, Punawale, Pimpri Chinchwad, Pune, Maharashtra, 411033",Pune,Maharashtra,"18.6122432, 73.7194213","18.6124747, 73.71542149999999",18.6122432,73.7194213,18.6124747,73.7154215,0.42
Zolo Pune Warehouse_New,Zolo Millennials,"Umesh Bothe Near Sunny world Sus Lavale Sus Gaon Pune 411021
",Pune,Maharashtra,"18.5541139, 73.7532014","18.6124747, 73.71542149999999",18.5541139,73.7532014,18.6124747,73.7154215,7.59
Zolo Pune Warehouse_New,Zolo Mars Avenue,"New Sy No 45/1/2, Sairang Society Shind Mulshi Pune Marunji, Pune, 411057",Pune,Maharashtra,"18.6124747, 73.71542149999999","18.6124747, 73.71542149999999",18.6124747,73.7154215,18.6124747,73.7154215,0.0
,Zolo T-1,"No - 6/163-1, 214 Opposite to Raj wood industry, Hosur to kelamangalam main road, Achetipalli (PO), Hosur - 635109",Hosur,Tamil Nadu,"12.6726041, 77.8369962",,12.6726041,77.8369962,77.8369962,77.8369962,7242.14
,Zolo T-2,"Zolo T2 : 3/156A, Bairamangalam Road, Near BSNL tower, Aggondapalli VG, Achettipalli PO, Denkanikottai TK - 635110-Hosur",Hosur,Tamil Nadu,"12.6458052, 77.86028809999999",,12.6458052,77.8602881,77.8602881,77.8602881,7247.71
,Zolo T-3,"Zolo T3: Plot No - 44, Door no. 497/1, Bommandapalli, Kothagondapalli PO, Hosur - 635109",Hosur,Tamil Nadu,"12.7138017, 77.78649419999999",,12.7138017,77.7864942,77.7864942,77.7864942,7231.95
,Zolo T-4,"Zolo T4 : Plot No - 36, New Bangalore Layout Phase - 1 TVS road, Kothur - 635126-Hosur",Hosur,Tamil Nadu,"12.7409127, 77.8252923",,12.7409127,77.8252923,77.8252923,77.8252923,7233.28
,Zolo T-5,"Zolo T5: Plot No - 74 & 75, Bommanapalli village, Kothagondapalli PO, Hosur - 635109",Hosur,Tamil Nadu,"12.7311932, 77.7831123",,12.7311932,77.7831123,77.7831123,77.7831123,7229.65
,Zolo T-6,"Plot No - 179, Bommanapalli village, Kothagondapalli PO, Hosur - 635109",Hosur,Tamil Nadu,"12.7311932, 77.7831123",,12.7311932,77.7831123,77.7831123,77.7831123,7229.65
,Zolo T-7,"Plot No - 36, Bommanapalli village, Kothagondapalli PO, Hosur - 635109",Hosur,Tamil Nadu,"12.7311932, 77.7831123",,12.7311932,77.7831123,77.7831123,77.7831123,7229.65
,Zolo T-8,"Plot No - 13, Bommanapalli village, Kothagondapalli PO, Hosur - 635109",Hosur,Tamil Nadu,"12.7311932, 77.7831123",,12.7311932,77.7831123,77.7831123,77.7831123,7229.65
,Zolo T-9,NO Adress shared-Hosur,Hosur,Tamil Nadu,"12.7409127, 77.8252923",,12.7409127,77.8252923,77.8252923,77.8252923,7233.28
,Zolo T-10,NO Adress shared-Hosur,Hosur,Tamil Nadu,"12.7409127, 77.8252923",,12.7409127,77.8252923,77.8252923,77.8252923,7233.28
,Zolo T-11,NO Adress shared-Hosur,Hosur,Tamil Nadu,"12.7409127, 77.8252923",,12.7409127,77.8252923,77.8252923,77.8252923,7233.28
,TATA Property,"Godown No. 3B at Central Warehouse, Hosur, Plot No.56,57 &58A, SIPCOT Phase–II, Moranapalli Village, Hosur – 635130",Hosur,Tamil Nadu,"12.7639409, 77.7996823",,12.7639409,77.7996823,77.7996823,77.7996823,7227.87
Zolo Pune Warehouse_New,Zolo Adroit,"Sr no. 52/3/1,Lane No 4, Maruti Nagar,Vadgaon sheri, Maharashtra,Pune - 411014",Pune,Maharashtra,"18.5496356, 73.9280473","18.6124747, 73.71542149999999",18.5496356,73.9280473,18.6124747,73.7154215,23.5
Zolo Chennai Warehouse_2,Zolo Vibe,"No-15,Srinath Nager,2nd Street,Perungudi,2nd Street,Perungudi,Chennai - 600097",Chennai,Tamil Nadu,"12.9592198, 80.2446203","13.0675449, 80.1491821",12.9592198,80.2446203,13.0675449,80.1491821,15.84
Zolo Faridabad Warehouse,Zolo Pink,"A 493, Sector19, Noida Uttar pradesh 201301",Noida,Uttar Pradesh,"28.6288303, 77.3497294","28.4586177, 77.3070471",28.6288303,77.3497294,28.4586177,77.3070471,19.32
Zolo BLR_Singasandra WH,Zolo Leia,"Beside Ajmera Apts,Neeladhri Road,Near Wipro Gate No. 16 Bus stand,Karuna Nagar,Electronics Phase 1,Karnataka ,Bangalore - 560100",Bangalore,Karnataka,"12.8425178, 77.6476291","12.8903965, 77.6273899",12.8425178,77.6476291,12.8903965,77.6273899,5.73
Zolo Pune Warehouse_New,Zolo Spades,"Sr. No. 125/2/2A Shivanand Regency Chowdhary; Park, Kala Khadak area, Wakad. 411057-Pune",Pune,Maharashtra,"18.6084332, 73.75918519999999","18.6124747, 73.71542149999999",18.6084332,73.7591852,18.6124747,73.7154215,4.64
Zolo Chennai Warehouse_2,Zolo Gruha,"No., 60, Neelankarai Link Road, Maruthi Nagar, Thoraipakkam, Chennai, Tamil Nadu 600096",Chennai,Tamil Nadu,"12.9502621, 80.2442993","13.0675449, 80.1491821",12.9502621,80.2442993,13.0675449,80.1491821,16.58
Zolo Chennai Warehouse_2,Zolo Imperial,"Reddipalaiyam,Ambattur Industrial Estate,Tamil Nadu,Chennai - 600037",Chennai,Tamil Nadu,"13.0845726, 80.165883","13.0675449, 80.1491821",13.0845726,80.165883,13.0675449,80.1491821,2.61
Zolo Chennai Warehouse_2,Zolo Park Town,"A.N. Elumalai Salai,Moovendhar Nagar,Parasnath Nagar,Iyyappanthangal,Tamil Nadu,Chennai - 600077",Chennai,Tamil Nadu,"13.0468945, 80.1368034","13.0675449, 80.1491821",13.0468945,80.1368034,13.0675449,80.1491821,2.65
Zolo BLR_Singasandra WH,Zolo Jasmin,"Rachenahalli,Jakkur,Karnataka,Bangalore - 560064",Bangalore,Karnataka,"13.0631411, 77.62067689999999","12.8903965, 77.6273899",13.0631411,77.6206769,12.8903965,77.6273899,19.12
Zolo Chennai Warehouse_2,Zolo Benton,"Royal Mass Club,236,Manapakkam Main Rd,Lakshmi Nagar,Girigori Nagar,Manapakkam,Tamil Nadu,Chennai - 600116",Chennai,Tamil Nadu,"13.0126847, 80.1668401","13.0675449, 80.1491821",13.0126847,80.1668401,13.0675449,80.1491821,6.36
Zolo Chennai Warehouse_2,Zolo Whiplash,"No.116,Village Main Rd,Sholinganallur,Near ECR toll gate,Tamil Nadu,Chennai - 600119",Chennai,Tamil Nadu,"12.8991814, 80.2325343","13.0675449, 80.1491821",12.8991814,80.2325343,13.0675449,80.1491821,20.71
Zolo Pune Warehouse_New,Zolo Brocode,"Deepraj Homes,Survey No. 34/1/4/2/1,Narhe Gaon,Pune - 411041",Pune,Maharashtra,"18.447301, 73.827998","18.6124747, 73.71542149999999",18.447301,73.827998,18.6124747,73.7154215,21.81
Zolo Pune Warehouse_New,Zolo Godsway,"Aii Apartment,PL-43 ,Shivaji Park Road,sector No.-30,Akrudi,Nigdi,pimpri-chinchwad ,Pune - 411033",Pune,Maharashtra,"18.6417018, 73.7638509","18.6124747, 73.71542149999999",18.6417018,73.7638509,18.6124747,73.7154215,6.05
Zolo Chennai Warehouse_2,Zolo Forum,"No.19(plot no.16),14th street,Jai Nagar,Arumbakkam,Chennai - 600106",Chennai,Tamil Nadu,"13.0717995, 80.20731010000002","13.0675449, 80.1491821",13.0717995,80.2073101,13.0675449,80.1491821,6.32
Zolo Pune Warehouse_New,Zolo Magestinos,"Samyak residency,S/NO 5/10/1,CTS NO: 1014,near chitale bandhu,kokane chowk,rahatani pimpri,Pune - 411017",Pune,Maharashtra,"18.5980371, 73.79092779999999","18.6124747, 73.71542149999999",18.5980371,73.7909278,18.6124747,73.7154215,8.13
Zolo Pune Warehouse_New,Zolo Nevis,"Survey No. 9/1/2,Lakshmi Hostel,Sinhgad College Road,Pune - 411041",Pune,Maharashtra,"18.4676507, 73.8285838","18.6124747, 73.71542149999999",18.4676507,73.8285838,18.6124747,73.7154215,19.99
Zolo Chennai Warehouse_2,Zolo Qaletto,"35HC+P6 Bharathi Salai,Mogappair West,Ambattur Industrial Estate,Tamil Nadu,Chennai - 600037",Chennai,Tamil Nadu,"13.0805968, 80.1704408","13.0675449, 80.1491821",13.0805968,80.1704408,13.0675449,80.1491821,2.72
Zolo Faridabad Warehouse,Zolo Flora,"S-49/3,Galli No 48 S Block,Nathupu,Sector 24 ,Haryana,Gurugram - 122010",Gurugram,Haryana,"28.4865335, 77.1008043","28.4586177, 77.3070471",28.4865335,77.1008043,28.4586177,77.3070471,20.43
Zolo Chennai Warehouse_2,Zolo Tuxedo,"No.71/16 Ameerjan street,Choolaimedu,Chennai - 600094",Chennai,Tamil Nadu,"13.0641713, 80.2299203","13.0675449, 80.1491821",13.0641713,80.2299203,13.0675449,80.1491821,8.76
Zolo Pune Warehouse_New,Zolo Amuse,"Sr no. 14/1, Lane No 6, Thite Nagar,Kharadi,Maharashtra ,Pune - 411014",Pune,Maharashtra,"18.5653034, 73.9474907","18.6124747, 73.71542149999999",18.5653034,73.9474907,18.6124747,73.7154215,25.04
Zolo Chennai Warehouse_2,Zolo Truliv Hector,"OMR,Near Siruseri IT Park,Kazhipathur,Padur,Tamil Nadu,Chennai - 603103",Chennai,Tamil Nadu,"12.8183909, 80.2188786","13.0675449, 80.1491821",12.8183909,80.2188786,13.0675449,80.1491821,28.58
Zolo Chennai Warehouse_2,Zolo Falcon,"No 271, 7th Cross Street, Kamakoti Nagar, 1st Main Road, Pallikaranai, Chennai - 600100",Chennai,Tamil Nadu,"12.9232819, 80.2107878","13.0675449, 80.1491821",12.9232819,80.2107878,13.0675449,80.1491821,17.3
Zolo Pune Warehouse_New,Zolo Milan,"Bearing No 302, Nutan Priyadarshani, 86 STY Relief Road Best Colony, Santacruz West,Mumbai, Mumbai Suburban, Maharashtra, 400054",Mumbai,Maharashtra,"19.0914163, 72.83430589999999","18.6124747, 73.71542149999999",19.0914163,72.8343059,18.6124747,73.7154215,106.92
Zolo BLR_Singasandra WH,Zolo Shelter,"No.136,Krishna Sadan,ST Bed,1st main road,Koramangala,4th Block,Karnataka ,Bangalore - 560034",Bangalore,Karnataka,"12.9360703, 77.6298182","12.8903965, 77.6273899",12.9360703,77.6298182,12.8903965,77.6273899,5.06
Zolo Chennai Warehouse_2,Zolo Truliv Highpoint,"31/16/1-8,Club Rd,MKB Nagar,M.S. Nagar,Mukta Gardens,Chetpet,Tamil Nadu,Chennai - 600031",Chennai,Tamil Nadu,"13.0728196, 80.246417","13.0675449, 80.1491821",13.0728196,80.246417,13.0675449,80.1491821,10.56
Zolo Faridabad Warehouse,Zolo Groovy,"Plot No-11-12,Gali No-6,Gagan Vihar ,Sector-38 Village Islampur,Gurgaon,Harayan-122001-Gurugram",Gurugram,Haryana,"28.4373911, 77.0361187","28.4586177, 77.3070471",28.4373911,77.0361187,28.4586177,77.3070471,26.64
Zolo BLR_Singasandra WH,Zolo Diamond,"5th Main Rd,Bharath Housing Society Layout,Subramanyapura,Karnataka ,Bangalore - 560061",Bangalore,Karnataka,"12.9019529, 77.5270193","12.8903965, 77.6273899",12.9019529,77.5270193,12.8903965,77.6273899,10.97
Zolo BLR_Singasandra WH,Zolo Chronicle,"#59,8th Cross Rd,Neeladri Nagar,Electronics Phase 1,Electronic ,Karnataka ,Bangalore - 560100",Bangalore,Karnataka,"12.8375767, 77.6479676","12.8903965, 77.6273899",12.8375767,77.6479676,12.8903965,77.6273899,6.26
Zolo Hyderabad Warehouse,Zolo Golden Threshold,"plot no: B- 292, 112, Golden Threshold, Raghavendra Colony, Kondapur, Hyderabad, Telangana 500084",Hyderabad,Telangana,"17.4715685, 78.3600448","17.51029, 78.385559",17.4715685,78.3600448,17.51029,78.385559,5.07
Zolo Chennai Warehouse_2,Zolo Bingo,"Plot No 1, Tansi Nagar, Anna Nagar 1st street, Velachery East, Chennai, Chennai, Tamil Nadu, 600042",Chennai,Tamil Nadu,"12.978103, 80.223978","13.0675449, 80.1491821",12.978103,80.223978,13.0675449,80.1491821,12.8
Zolo Faridabad Warehouse,Zolo Casa,"House No.-463,Near Shani Mandir,Sarhaul ,Gurgaon,Haryana-122001-Gurugram",Gurugram,Haryana,"28.4880883, 77.0701175","28.4586177, 77.3070471",28.4880883,77.0701175,28.4586177,77.3070471,23.43
Zolo Faridabad Warehouse,Zolo Shine,"U80/10,11, DLF Phase-3,GGN,Haryana-Gurugram",Gurugram,Haryana,"28.4930708, 77.0948418","28.4586177, 77.3070471",28.4930708,77.0948418,28.4586177,77.3070471,21.13
Zolo Faridabad Warehouse,Zolo Nobel,"Plot No-18,Nobel Enclave ,Sector-22,Gurgaon,Haryana 122001-Gurugram",Gurugram,Haryana,"28.4989775, 77.0631915","28.4586177, 77.3070471",28.4989775,77.0631915,28.4586177,77.3070471,24.29
